model,task,n,spearman_rho,p,mean_gain_pct
UW,AR,26,0.12047458068304207,0.5577196052075198,1.6499486859405201
UW,VA,26,-0.22142013625169712,0.2770091532640001,3.8478150957186554
PCGrad,AR,26,-0.34431865429836583,0.08498613991522601,-2.8969516355070666
PCGrad,VA,26,-0.1847482348081008,0.3662515869456189,0.42287741991532035
